city,colors,shape,state,time
Denton,,OTHER,TX,5/15/1975 13:00
Pomeroy,,DISK,WA,5/15/1975 16:00
Lithia Springs,,DISK,GA,5/15/1975 20:00
San Antonio,RED,DISK,TX,5/23/1975 17:00
Delroy,,TRIANGLE,OH,5/25/1975 17:00
Rochester,,FLASH,NY,5/25/1975 23:00
Mountain Top,,TRIANGLE,PA,5/30/1975 20:00
Clovis,,LIGHT,NM,6/1/1975 0:00
Douglas,,CIRCLE,AZ,6/1/1975 0:10
Benton Harbor,,DISK,MI,6/1/1975 2:00
Iowa City,BLUE,DISK,IA,6/1/1975 3:00
Cerritos,,,CA,6/1/1975 12:00
Daleville,,DISK,IN,6/1/1975 12:00
Lakewood,,CIGAR,CA,6/1/1975 12:00
Nashville,,TRIANGLE,TN,6/1/1975 12:00
Cold Spring,,OVAL,NY,6/1/1975 13:00
Youngstown,,CIRCLE,OH,6/1/1975 13:00
Milwaukee,,VARIOUS,WI,6/1/1975 15:00
Milford,,DISK,MA,6/1/1975 18:00
Scott AFB,,,IL,6/1/1975 18:00
Cannon AFB,,,NM,6/1/1975 18:46
Denver,,CIRCLE,CO,6/1/1975 19:00
Half Moon Bay,,OVAL,CA,6/1/1975 19:00
Silver Spring,,DISK,PA,6/1/1975 19:00
Williams,,OVAL,CA,6/1/1975 20:00
Kenmore,BLUE,DISK,NY,6/1/1975 20:30
Kenmore,,OVAL,NY,6/1/1975 20:30
Carthage,,,TX,6/1/1975 21:00
Central,,FIREBALL,OK,6/1/1975 21:00
Goffstown,,SPHERE,NH,6/1/1975 21:00
Newnan,ORANGE,SPHERE,GA,6/1/1975 21:00
Grand Island,,OVAL,NY,6/1/1975 21:30
Robstown,,OVAL,TX,6/1/1975 21:30
Clovis,,,NM,6/1/1975 22:00
Kennett Square,,OTHER,PA,6/1/1975 22:00
Richmond,,DISK,VA,6/1/1975 22:00
Sciotoville,,OTHER,OH,6/1/1975 22:00
Sedro-Woolley,,CIRCLE,WA,6/1/1975 22:00
Longview,,DISK,TX,6/1/1975 23:00
Minneapolis,,TRIANGLE,MN,6/1/1975 23:00
Nashville,YELLOW,LIGHT,TN,6/1/1975 23:59
Charlotte,,DISK,NC,6/6/1975 17:00
Lexington,,CIRCLE,KY,6/6/1975 22:00
Winchester,,FIREBALL,IN,6/8/1975 21:00
Albany,,CIGAR,NY,6/10/1975 2:00
Roberts Creek Mtn.,,,NV,6/10/1975 2:30
Rockdale,,OTHER,TX,6/10/1975 20:00
Albany,,LIGHT,NY,6/10/1975 22:00
Bon Air,,CIGAR,VA,6/15/1975 0:00
Cocoa Beach,,TRIANGLE,FL,6/15/1975 2:00
Hallandale,,DISK,FL,6/15/1975 3:00
Praire Creek,,,IN,6/15/1975 5:00
Rifle,,DISK,CO,6/15/1975 10:00
Noxen,,CIGAR,PA,6/15/1975 12:30
Fulton,,DISK,NY,6/15/1975 13:00
Baton Rouge,,DISK,LA,6/15/1975 16:00
Reisterstown,GREEN,FORMATION,MD,6/15/1975 18:00
Nulato,,LIGHT,AK,6/15/1975 18:30
Riverside,,DISK,CT,6/15/1975 18:30
Minneapolis,,TRIANGLE,MN,6/15/1975 20:00
Detroit,,TRIANGLE,MI,6/15/1975 21:00
Levittown,,LIGHT,PA,6/15/1975 21:00
Burna,,LIGHT,KY,6/15/1975 22:00
Florence,,RECTANGLE,SC,6/15/1975 22:00
Angeles Crest,,OTHER,CA,6/15/1975 23:00
Scotts,,OVAL,MI,6/15/1975 23:00
Warren,,CIRCLE,OH,6/20/1975 0:00
Brainerd,,CIRCLE,MN,6/20/1975 2:00
East Grand Forks,,LIGHT,MN,6/20/1975 2:00
Spokane,,DISK,WA,6/20/1975 11:30
Brainerd,,CIGAR,MN,6/20/1975 12:00
Bedford,,LIGHT,MA,6/20/1975 23:30
Lincoln,,OVAL,IL,6/22/1975 9:00
Arlington,,TRIANGLE,TX,6/23/1975 21:00
Arlington,,TRIANGLE,TX,6/23/1975 21:00
Arlington,,TRIANGLE,TX,6/23/1975 21:00
Greenwich,,SPHERE,CT,6/30/1975 0:00
Pensacola,,OTHER,FL,6/30/1975 0:00
Rocky Point,,LIGHT,NY,6/30/1975 0:00
San Jose,,,CA,6/30/1975 0:00
Yorba Linda,,FORMATION,CA,6/30/1975 0:00
Fairmont,,CIGAR,MN,6/30/1975 1:00
Kimberly,,TRIANGLE,WI,6/30/1975 3:00
Springfield,,CIRCLE,MO,6/30/1975 9:30
Louisville,,CIRCLE,KY,6/30/1975 11:00
Bourbonnais,BLUE,OVAL,IL,6/30/1975 13:00
Keys,,OTHER,FL,6/30/1975 13:00
Denison,,,IA,6/30/1975 17:00
Anderson,,CIRCLE,SC,6/30/1975 20:00
Miami,,SPHERE,FL,6/30/1975 20:00
Miami Beach,,LIGHT,FL,6/30/1975 20:00
Windsor,RED,DISK,NC,6/30/1975 21:00
Lancaster,,,PA,6/30/1975 21:30
Angeles Crest Forest,,LIGHT,CA,6/30/1975 23:00
El Monte,,OTHER,CA,6/30/1975 23:00
Salt Lake City,,LIGHT,UT,7/1/1975 3:00
Coarsegold,GREEN,CIRCLE,CA,7/1/1975 9:00
Sandy Springs,,LIGHT,SC,7/1/1975 13:20
Marsh Creek,,CIGAR,CA,7/1/1975 16:00
Kansas City,,OVAL,MO,7/1/1975 20:00
Fair Haven,,SPHERE,NY,7/4/1975 10:00
Marley Park,,CIRCLE,MD,7/4/1975 13:00
Golden,BLUE,SPHERE,CO,7/4/1975 14:00
Franconia Notch,,CONE,NH,7/5/1975 23:00
Fort Washakie,,LIGHT,WY,7/7/1975 19:00
Bellevue,,CIGAR,WA,7/8/1975 22:00
Midway,,OTHER,KY,7/8/1975 22:30
Manchester,,,CT,7/10/1975 1:00
Marlborough,,DISK,CT,7/10/1975 19:00
Mt. Hope,,TRIANGLE,WI,7/11/1975 20:00
Cassville,,,WI,7/11/1975 22:00
Shoreline,,EGG,WA,7/13/1975 19:30
Girard,,,MI,7/14/1975 21:00
Pound,,DISK,VA,7/15/1975 1:30
Angleton,,SPHERE,TX,7/15/1975 5:00
Mason,,TEARDROP,MI,7/15/1975 9:30
Flathead Lake,,DISK,MT,7/15/1975 13:00
Paul,,CIGAR,ID,7/15/1975 14:00
Green Bay,,TRIANGLE,WI,7/15/1975 16:00
Birmingham,,DISK,AL,7/15/1975 17:00
Morehead,,CIRCLE,KY,7/15/1975 17:00
Ramsey,,DISK,MN,7/15/1975 18:30
Triadelphia,,DISK,WV,7/15/1975 18:30
Decatur,,DISK,IL,7/15/1975 19:00
Brea,,,CA,7/15/1975 20:00
Wittman,,TRIANGLE,MD,7/15/1975 20:00
Estes Park,,LIGHT,CO,7/15/1975 20:30
Raleigh,,DISK,NC,7/15/1975 21:00
Reseda,GREEN,FORMATION,CA,7/15/1975 21:00
Smithland,,TRIANGLE,KY,7/15/1975 21:00
Dover,,OTHER,NJ,7/15/1975 22:00
Turbeville,GREEN,LIGHT,SC,7/15/1975 22:00
Grinnell,,RECTANGLE,IA,7/15/1975 23:00
Dumas,ORANGE,OVAL,TX,7/18/1975 19:00
Spokane,,SPHERE,WA,7/19/1975 23:30
Albion,BLUE,LIGHT,NY,7/20/1975 1:30
Blackstone,,DISK,MA,7/20/1975 12:00
Tupelo,,CIGAR,MS,7/20/1975 20:30
Murphysboro,,,IL,7/21/1975 0:30
Indiana,,CONE,PA,7/22/1975 2:00
Cranston,,LIGHT,RI,7/22/1975 21:00
Raleigh,,,NC,7/22/1975 21:00
Port Washington,RED,DISK,WI,8/1/1975 3:15
Sunland,,EGG,CA,8/1/1975 4:00
Lopez Island,,CIRCLE,WA,8/1/1975 12:00
Savannah`,,CIGAR,GA,8/1/1975 14:30
Ravenna,,CYLINDER,OH,8/1/1975 18:00
Pittsburgh,ORANGE YELLOW,FIREBALL,PA,8/1/1975 20:30
James Island,,DISK,SC,8/2/1975 17:00
Bristolville,,DISK,OH,8/4/1975 14:00
Richmond,,OVAL,VA,8/5/1975 16:35
Richmond,,EGG,VA,8/5/1975 18:31
Walla Walla,GREEN,LIGHT,WA,8/7/1975 21:30
Damarascotta Lake,,DISK,ME,8/8/1975 21:30
Dekalb,,LIGHT,IL,8/8/1975 22:00
River Ridge,ORANGE,CIRCLE,LA,8/10/1975 18:00
Anthony,,TEARDROP,KS,8/12/1975 20:00
Brigham City,,DISK,UT,8/15/1975 0:00
Luning,,DISK,NV,8/15/1975 1:00
Ricketts Glen SP,,OTHER,PA,8/15/1975 2:00
Kingman,,CYLINDER,AZ,8/15/1975 3:00
Orange Lake,,DISK,FL,8/15/1975 6:00
Beverly,,DISK,MA,8/15/1975 18:00
Grenada,,DISK,MS,8/15/1975 18:00
McKenzie,,CONE,TN,8/15/1975 19:30
Albion,,CIGAR,NY,8/15/1975 20:00
Lapeer,RED,OTHER,MI,8/15/1975 20:15
Fildale,,TRIANGLE,VA,8/15/1975 22:00
Solomon,,FIREBALL,KS,8/15/1975 23:00
Terre Haute,,CIRCLE,IN,8/15/1975 23:00
Highlands,,FIREBALL,TX,8/16/1975 20:00
Indianapolis,,TRIANGLE,IN,8/16/1975 21:00
Dalton,,CIRCLE,MA,8/17/1975 23:00
Santa Barbara,,DISK,CA,8/19/1975 1:00
Portland,,DISK,OR,8/19/1975 21:00
Fort Wayne,,OTHER,IN,8/20/1975 1:00
Jackson,RED GREEN,TRIANGLE,NJ,8/20/1975 2:00
Orange Lake,,DISK,FL,8/20/1975 7:00
Brewster,,CYLINDER,NY,8/20/1975 16:30
Joppa,RED ORANGE,CIRCLE,MD,8/20/1975 22:00
White Bird,,LIGHT,ID,8/30/1975 22:00
White Bird,,LIGHT,ID,8/30/1975 22:00
Fullerton,,OTHER,CA,9/1/1975 20:00
Independence,,DISK,MO,9/1/1975 20:00
Valencia,,OVAL,CA,9/1/1975 22:00
Palmyra,,CIRCLE,NJ,9/4/1975 0:00
Union Grove,,CIGAR,AL,9/4/1975 2:00
Sonoma Mountain,,LIGHT,CA,9/5/1975 20:00
Vineland,,DISK,NJ,9/9/1975 15:00
Meriden,YELLOW,DISK,CT,9/10/1975 19:45
Grand Coulee,,CIGAR,WA,9/11/1975 21:00
Anderson,,TRIANGLE,IN,9/12/1975 18:00
Prescott,,,AZ,9/15/1975 0:00
Prescott,,CIGAR,AZ,9/15/1975 0:00
Prescott,,FIREBALL,AZ,9/15/1975 0:00
Haines City,ORANGE,DISK,FL,9/15/1975 18:00
North Branch,,CHEVRON,NJ,9/15/1975 18:30
Pennsville,,DISK,NJ,9/15/1975 21:30
Roscommon,,OVAL,MI,9/20/1975 18:30
Wimberley,,LIGHT,TX,9/20/1975 19:00
Weston,,CIRCLE,CT,9/23/1975 2:00
Little Valley,,LIGHT,OR,9/25/1975 22:30
St. Agatha,,LIGHT,ME,9/29/1975 21:00
"Kincheloe Air Force Base, Michigan",,TRIANGLE,MI,10/1/1975 21:00
Maricopa,ORANGE,VARIOUS,AZ,10/1/1975 22:00
North Charleston,,LIGHT,SC,10/10/1975 17:00
Warwick,,DISK,RI,10/13/1975 16:30
Greenwich,,LIGHT,CT,10/15/1975 0:00
Rockville,,DISK,MD,10/15/1975 2:30
Rockville,,DISK,MD,10/15/1975 3:00
Polland Junction,,CIRCLE,AZ,10/15/1975 3:30
Killeen,,VARIOUS,TX,10/15/1975 6:30
Batesville,,SPHERE,MS,10/15/1975 16:00
Marianna,,DISK,FL,10/15/1975 16:00
Marion,GREEN,LIGHT,KS,10/15/1975 16:00
Scituate,ORANGE,CIRCLE,RI,10/15/1975 17:00
Nesconset,,DISK,NY,10/15/1975 18:00
Williston,,DISK,ND,10/15/1975 18:00
Monroe,,DISK,NY,10/15/1975 19:00
Swannanoa,,OTHER,NC,10/15/1975 19:00
Montpelier,,OTHER,VT,10/15/1975 19:30
Ryegate,,CIRCLE,MT,10/15/1975 22:00
Collinsville,,TRIANGLE,AL,10/15/1975 23:00
Greenwich,,CIRCLE,CT,10/17/1975 19:00
McDermott,,SPHERE,NV,10/20/1975 1:30
Watkins Glen,,,NY,10/20/1975 3:15
Enterprise,,OTHER,AL,10/20/1975 22:00
Indian Rocks Beach,,LIGHT,FL,10/21/1975 23:20
Baytown,,LIGHT,TX,10/24/1975 22:00
Muscatine,ORANGE,CIRCLE,IA,10/25/1975 22:25
Limestone,,LIGHT,ME,10/27/1975 0:00
Cleves,,CIGAR,OH,10/28/1975 18:00
Allen,,DISK,KY,10/30/1975 20:00
Kent,,CIRCLE,CT,10/30/1975 21:00
Camp Pendelton,,FLASH,CA,11/1/1975 2:00
Natchez,,OVAL,MS,11/1/1975 17:00
Ware Shoals,,CIRCLE,SC,11/1/1975 23:00
Winslow,BLUE,FIREBALL,AZ,11/5/1975 0:00
Beloit,,DISK,WI,11/9/1975 21:15
Falls Church,,CIRCLE,VA,11/13/1975 21:00
Woodbridge,,CIRCLE,VA,11/13/1975 21:15
Albany,,CIRCLE,NY,11/15/1975 20:00
Catskill,,FORMATION,NY,11/15/1975 20:00
Anderson,,DISK,IN,11/15/1975 21:00
Girard,,OVAL,OH,11/15/1975 21:30
Miami,,DISK,FL,11/15/1975 23:00
Townsend,,CIRCLE,MA,11/15/1975 23:00
Miami,,TEARDROP,FL,11/16/1975 3:00
Miami,,OVAL,FL,11/20/1975 1:00
Hudson,,,NY,11/20/1975 17:00
Yonkers,,LIGHT,NY,11/20/1975 20:00
,RED,TRIANGLE,WV,11/25/1975 23:00
Reno,,DISK,NV,11/27/1975 16:30
Edgewater,,FIREBALL,FL,12/1/1975 2:00
Hollywood,,DISK,CA,12/1/1975 4:00
Louisville,ORANGE,FIREBALL,KY,12/1/1975 22:30
Jacksonville,,TRIANGLE,FL,12/7/1975 11:45
Clermont,,DISK,IN,12/18/1975 0:30
Sunnyvale,BLUE,LIGHT,CA,12/20/1975 21:00
no data,,DISK,IN,12/20/1975 22:30
North Attleboro,,SPHERE,MA,12/21/1975 19:00
Bowie,,OVAL,AZ,12/23/1975 2:00
Winters Freeway,,RECTANGLE,CA,12/24/1975 21:00
Tampa,,TRIANGLE,FL,12/25/1975 23:00
New Britghton,RED GREEN BLUE,SPHERE,MN,12/26/1975 20:00
Webb,,DISK,MS,12/31/1975 19:30
Lisle,,LIGHT,IL,12/31/1975 22:30
Fort Gardens,,FLASH,GA,1/1/1976 21:00
Dayton,,OTHER,OH,1/2/1976 12:00
Cannon AFB,,DISK,NM,1/6/1976 1:00
Nashville,,TRIANGLE,TN,1/8/1976 20:00
"Fairbanks, Trans Alaskan Pipeline haul road 250 mi N of",,,AK,1/11/1976 23:00
Thousand Oaks,,VARIOUS,CA,1/15/1976 20:00
Millis,,,MA,1/20/1976 2:00
Ft. Yukon,,OVAL,AK,2/3/1976 13:00
Whiteland,,,IN,2/3/1976 22:00
Fern Park,,,FL,2/11/1976 22:30
Ft. Yukon,BLUE,OVAL,AK,2/13/1976 13:30
Flint,,RECTANGLE,MI,2/14/1976 11:55
Memphis,,DISK,TN,2/14/1976 18:00
Spooner,,SPHERE,WI,2/15/1976 1:00
Sacramento,YELLOW,OTHER,CA,2/15/1976 20:30
Baker,,OVAL,MT,2/20/1976 22:00
Pahokee,,OVAL,FL,3/15/1976 0:00
Fountain,,DISK,CO,3/15/1976 12:00
Bennington,,DISK,VT,3/20/1976 23:30
Houston,,DISK,TX,3/24/1976 21:00
Riverside,,TEARDROP,CA,4/15/1976 1:30
Americus,,RECTANGLE,GA,4/15/1976 13:30
Winchester,,DISK,KY,4/15/1976 20:30
Marianna,,OVAL,FL,4/18/1976 17:00
Dayton,,VARIOUS,OH,4/20/1976 13:30
Brownsville,,CIRCLE,TN,4/25/1976 21:00
Fricot City,,DISK,CA,4/30/1976 20:00
St. Thomas,,DIAMOND,PA,5/1/1976 12:00
Eastland,,,TX,5/1/1976 16:00
Coventry,,FORMATION,RI,5/1/1976 20:00
Lakewood,,TRIANGLE,CO,5/1/1976 22:00
Miami,,SPHERE,FL,5/1/1976 23:00
Covelo,,DISK,CA,5/10/1976 11:00
New Danville,,DISK,PA,5/10/1976 20:15
Grapevine,,EGG,CA,5/12/1976 23:50
Hydes,,VARIOUS,MD,5/15/1976 19:00
Newtown,,FIREBALL,CT,5/16/1976 20:00
Ridgefield,,,CT,5/17/1976 2:00
Enfield,,TRIANGLE,CT,5/20/1976 22:00
South Lake Tahoe,,LIGHT,CA,5/29/1976 23:00
Mountaintop,,CIGAR,PA,5/30/1976 18:00
Mountaintop,,TRIANGLE,PA,5/30/1976 19:00
Bell,,OTHER,CA,6/1/1976 0:00
Haines City,,SPHERE,FL,6/1/1976 0:00
Pine City,,CIGAR,MS,6/1/1976 0:00
Washington,,LIGHT,IL,6/1/1976 0:00
Midvale,,CHEVRON,UT,6/1/1976 1:00
Scottsville,,OVAL,KY,6/1/1976 1:00
Howell,,,MI,6/1/1976 2:00
Pass Christian,,LIGHT,MS,6/1/1976 2:00
Federal Way,,CIRCLE,WA,6/1/1976 4:00
Syracuse,,OVAL,NY,6/1/1976 8:30
Richmond,,DISK,VA,6/1/1976 9:00
Meridien,,OTHER,CT,6/1/1976 12:00
Orlando,,CYLINDER,FL,6/1/1976 12:00
Gulf of Mexico,,OVAL,FL,6/1/1976 14:00
Meriden,,,CT,6/1/1976 16:00
Raceland,,CIRCLE,LA,6/1/1976 16:30
Pacific Palisades,,TRIANGLE,CA,6/1/1976 17:00
Barberton,,OVAL,OH,6/1/1976 18:00
Fayetteville,,TRIANGLE,IL,6/1/1976 18:00
Upper Saddle River,,DISK,NJ,6/1/1976 18:00
Chunky,,DISK,MS,6/1/1976 19:00
Glennville,,TRIANGLE,GA,6/1/1976 19:00
Santa Paula,,RECTANGLE,CA,6/1/1976 19:00
Columbus,,LIGHT,OH,6/1/1976 20:00
Covington,,DISK,KY,6/1/1976 20:00
Niagara Falls,,FLASH,NY,6/1/1976 20:00
Shepherd,,TRIANGLE,TX,6/1/1976 20:00
Tacoma,,SPHERE,WA,6/1/1976 20:00
Jacksonville,,DISK,FL,6/1/1976 20:30
Alexandria,,LIGHT,LA,6/1/1976 21:00
Covington,,DISK,KY,6/1/1976 21:00
Point Pleasent,,LIGHT,NJ,6/1/1976 21:00
Cossayuna,,,NY,6/1/1976 22:00
Gresham,,VARIOUS,OR,6/1/1976 22:00
Kannapolis,,OVAL,NC,6/1/1976 23:00
Newark,,CIRCLE,OH,6/1/1976 23:00
no data,,LIGHT,TN,6/1/1976 23:00
Rutherfordton,BLUE,,NC,6/1/1976 23:00
Waco,,SPHERE,TX,6/1/1976 23:00
Everett,,,WA,6/2/1976 0:00
Holyoke,,DISK,MA,6/5/1976 23:00
Copley,,DISK,OH,6/6/1976 13:00
Fort Worth,BLUE,FIREBALL,TX,6/6/1976 16:00
San Diego,,CIRCLE,CA,6/6/1976 21:00
Imperial Beach,,LIGHT,CA,6/6/1976 22:00
Mansfield,,DISK,OH,6/6/1976 23:00
Littleton,,,CO,6/10/1976 22:35
Wurtland,,CIGAR,KY,6/14/1976 3:30
South  Hattisburg,,OVAL,MS,6/14/1976 13:00
Midland,,LIGHT,TX,6/15/1976 2:00
Odessa,,DISK,TX,6/15/1976 2:00
Greenbush,,CIRCLE,MN,6/15/1976 3:00
"Woodberry Forest Preparatory School, VA",,LIGHT,VA,6/15/1976 3:00
Bonney Lake,,OTHER,WA,6/15/1976 6:30
Strathmore,,CIGAR,CA,6/15/1976 7:00
Canton,,CIGAR,OH,6/15/1976 11:00
Winchester,,CIRCLE,MA,6/15/1976 13:00
Bergenfield,,CIGAR,NJ,6/15/1976 14:00
Ford City,RED,CIGAR,PA,6/15/1976 17:00
Mt. Royal,,,NJ,6/15/1976 19:00
Simi Valley,,LIGHT,CA,6/15/1976 20:00
Smithtown,,DISK,NY,6/15/1976 20:00
Brentwood,,DISK,NY,6/15/1976 21:00
Long Beach,,DISK,NY,6/15/1976 21:00
Western,,RECTANGLE,KS,6/15/1976 21:00
Wyandotte,,TRIANGLE,MI,6/15/1976 21:30
Beaver Creek,,DISK,OR,6/15/1976 22:00
Joshua Tree National Monument,,FORMATION,CA,6/15/1976 22:00
Simi Valley,,CIRCLE,CA,6/15/1976 22:00
Wilkes-Barre,,DISK,PA,6/15/1976 22:00
Tulsa,,LIGHT,OK,6/15/1976 22:45
Drumright,,,OK,6/15/1976 23:00
Hobbs,,FLASH,NM,6/15/1976 23:00
Dale,,OTHER,IN,6/17/1976 21:00
Warden,,LIGHT,WA,6/18/1976 21:00
Limestone,,CIGAR,ME,6/20/1976 0:00
Dunbar,,TRIANGLE,WV,6/20/1976 20:00
Little Rock,,SPHERE,AR,6/21/1976 1:30
Palo Alto,,LIGHT,CA,6/22/1976 1:00
Madison,,CIRCLE,NH,6/23/1976 22:00
Phoenix,,DISK,AZ,6/25/1976 22:00
Youngstown,,DISK,OH,6/25/1976 23:00
Fargo,,DISK,ND,6/26/1976 11:00
Lake McClure,,,CA,6/30/1976 0:00
Kutztown,,DISK,PA,6/30/1976 0:30
Cactus Flat,RED ORANGE,FIREBALL,SD,6/30/1976 1:00
San Jose,,SPHERE,CA,6/30/1976 7:00
Berrien Springs,,DISK,MI,6/30/1976 12:00
Cambridge,,DIAMOND,MA,6/30/1976 18:00
Hadley,,OVAL,KY,6/30/1976 20:00
Simi Valley,,LIGHT,CA,6/30/1976 20:00
Elmira Heights,,CIRCLE,NY,6/30/1976 21:15
Springfield,,DISK,LA,6/30/1976 22:00
Brooksville,,DISK,FL,6/30/1976 23:00
Johnstown,,TRIANGLE,CO,7/1/1976 0:00
San Diego,RED,TRIANGLE,CA,7/1/1976 0:00
Santa Cruz,,,CA,7/1/1976 0:00
Grand Chain,,FIREBALL,IL,7/1/1976 14:00
Corpus Christi,,CYLINDER,TX,7/1/1976 15:00
Lompoc,,CIRCLE,CA,7/1/1976 20:00
Philadelphia,,OVAL,PA,7/1/1976 20:00
Charleston,GREEN,,SC,7/1/1976 21:00
Daytona,,FIREBALL,FL,7/1/1976 21:00
Hudson,,CIGAR,MI,7/1/1976 21:00
Ft. Belvoir,,FORMATION,VA,7/1/1976 22:00
Gadsden,,DISK,AL,7/1/1976 22:00
San Diego,,LIGHT,CA,7/1/1976 23:30
Boulder,,DISK,CO,7/3/1976 21:00
Allenspark,,TEARDROP,CO,7/4/1976 1:00
Ridinger Lake,,RECTANGLE,IN,7/4/1976 2:00
Ausable Forks,,SPHERE,NY,7/4/1976 22:00
Taylorville,,LIGHT,IL,7/4/1976 23:59
Allentown,,,PA,7/5/1976 2:46
Kings Bay,YELLOW,LIGHT,GA,7/5/1976 23:45
St. Clair Shores,,DISK,MI,7/8/1976 15:00
Phoenix,,DISK,AZ,7/10/1976 11:30
Strongsville,,TRIANGLE,OH,7/10/1976 23:00
Warwick,,CIGAR,RI,7/12/1976 18:01
Cave Junction,,TRIANGLE,OR,7/15/1976 0:00
Nevada,,LIGHT,MO,7/15/1976 2:00
Santa Monica,,,CA,7/15/1976 3:00
Winter Park,,FIREBALL,FL,7/15/1976 10:00
St. Louis,,CYLINDER,MO,7/15/1976 13:00
Hyde Park,,DISK,NY,7/15/1976 14:00
Vashon Island,ORANGE,SPHERE,WA,7/15/1976 14:30
Berthold,,CIGAR,ND,7/15/1976 15:00
Kissimmee,,CIRCLE,FL,7/15/1976 19:00
Orlando,,DISK,FL,7/15/1976 20:00
Silverthorne,,DISK,CO,7/15/1976 20:00
West Liberty,,CIRCLE,IA,7/15/1976 20:00
Memphis,,LIGHT,TN,7/15/1976 21:30
Leakey,,LIGHT,TX,7/15/1976 21:50
Pine City,,OVAL,MN,7/15/1976 22:00
St. Charles,,LIGHT,MO,7/15/1976 22:30
Bokchito,,CIRCLE,OK,7/15/1976 23:00
Greenup,,LIGHT,KY,7/15/1976 23:00
Leominster,,,MA,7/15/1976 23:00
Hampton,,,NH,7/17/1976 1:00
Iowa City,,CIGAR,IA,7/17/1976 21:00
Roseville,,RECTANGLE,MN,7/20/1976 5:30
New Gulf,,TRIANGLE,TX,7/20/1976 21:00
Newbury Park,,,CA,7/20/1976 22:50
Durham,,,FL,7/20/1976 23:30
Warren,,DISK,MI,7/21/1976 1:00
Brevard,ORANGE,SPHERE,NC,7/21/1976 23:00
Casper,,CIRCLE,WY,7/25/1976 18:00
Warwick,,LIGHT,NY,7/26/1976 19:00
Cowley,,CYLINDER,WY,7/27/1976 1:00
Fort Lauderdale,,DISK,FL,7/28/1976 3:30
Fort Lauderdale,,DISK,FL,7/28/1976 21:00
South Africa,,OVAL,AR,7/30/1976 20:00
Georgetown,,LIGHT,TX,8/1/1976 0:00
Arlington,,DISK,VT,8/1/1976 18:00
San Jose,,DISK,CA,8/1/1976 21:00
Houston,,,TX,8/1/1976 23:20
Sacramento,,RECTANGLE,CA,8/8/1976 19:30
Mountlake Terrace,,TRIANGLE,WA,8/8/1976 23:00
Port Richey,GREEN,FORMATION,FL,8/8/1976 23:30
Northwood,,LIGHT,IA,8/10/1976 1:00
Arcola,,CROSS,VA,8/10/1976 21:00
Sebago,,LIGHT,ME,8/10/1976 22:30
Portland,,TRIANGLE,OR,8/11/1976 21:00
Avenue City,,LIGHT,MO,8/15/1976 2:00
McDermitt,RED,CYLINDER,NV,8/15/1976 16:30
Birmingham,,DISK,AL,8/15/1976 18:00
Buellton,,OTHER,CA,8/15/1976 19:00
Kenosha,,TRIANGLE,WI,8/15/1976 21:00
Lincoln Park,,CIRCLE,MI,8/15/1976 22:00
Hatboro,,SPHERE,PA,8/15/1976 22:30
Weekapaug,,FORMATION,RI,8/15/1976 22:30
Ossipee,,LIGHT,NH,8/15/1976 23:00
Tierra Verde,,VARIOUS,FL,8/15/1976 23:00
Sycamore,,TRIANGLE,IL,8/18/1976 17:00
Los Angeles,,RECTANGLE,CA,8/20/1976 1:00
Kissimmee,,DISK,FL,8/20/1976 20:00
Jonesboro,,TRIANGLE,LA,8/25/1976 22:00
Portland,,CIGAR,OR,8/30/1976 2:00
Canon City,,OVAL,CO,9/1/1976 4:00
San Antonio,,SPHERE,TX,9/1/1976 9:00
St. Agatha,,LIGHT,ME,9/1/1976 19:00
Lighthouse Point,,DISK,FL,9/1/1976 21:00
Washougal,,LIGHT,WA,9/1/1976 22:00
Belzoni,,LIGHT,MS,9/1/1976 22:30
Ahwahnee,BLUE,FIREBALL,CA,9/1/1976 23:00
Moose Lake,,DISK,MN,9/2/1976 3:00
Broadview Heights,,DISK,OH,9/5/1976 2:00
County,RED,OTHER,KY,9/7/1976 18:45
Franconia,,OTHER,NH,9/10/1976 3:00
O'Fallon,RED,DISK,IL,9/10/1976 15:30
New York City,,DISK,NY,9/10/1976 22:00
Albany,,CIRCLE,NY,9/10/1976 23:00
Rancho Palos Verdes,,SPHERE,MT,9/15/1976 16:30
Laredo,,OVAL,TX,9/15/1976 18:00
Lynch Station,,LIGHT,VA,9/15/1976 19:30
Sacramento,,OVAL,CA,9/15/1976 20:00
Centralia,,OTHER,IL,9/15/1976 21:00
Hoodsport,,,WA,9/15/1976 21:00
Bordentown,,OVAL,NJ,9/19/1976 22:00
Williamsburg,,CIRCLE,KY,9/20/1976 7:30
Akron,,LIGHT,OH,9/25/1976 22:00
St. Paul,GREEN,,MN,9/27/1976 3:00
Hartville,,DISK,OH,10/1/1976 7:00
Fairport,,DISK,NY,10/1/1976 19:00
Thonotosassa,,DISK,FL,10/1/1976 21:00
Charleston AFS,,,ME,10/2/1976 1:00
Limestone,,DISK,ME,10/2/1976 22:00
Washougal,,OVAL,WA,10/10/1976 20:30
Emporia,,DISK,KS,10/12/1976 23:00
Mineral King,,DISK,CA,10/15/1976 17:30
Rochester,RED,,NY,10/15/1976 19:30
Eveleth,,LIGHT,MN,10/15/1976 21:00
Almena,,,WI,10/15/1976 23:00
New Gretna,,TRIANGLE,NJ,10/16/1976 0:00
Avon Lake,,CIRCLE,OH,10/20/1976 0:00
